age,income,years_experience,gender,target
34,53991,16,M,1
51,69712,26,M,1
52,60973,22,F,1
53,75724,26,F,1
30,48602,12,M,1
42,40141,9,M,0
29,41971,11,F,1
38,34737,5,F,0
54,20000,0,M,0
63,68520,24,M,1
55,48242,16,F,1
18,22353,0,F,0
65,86554,31,F,1
23,29139,5,M,0
62,23111,3,F,0
62,86701,31,F,1
28,43725,10,F,0
33,50239,15,F,1
39,42642,13,M,1
63,30662,5,M,0
28,44971,10,M,0
54,76177,27,F,1
43,40533,8,M,0
43,38670,7,M,0
59,77024,29,F,1
38,57569,20,F,1
43,45268,15,F,1
32,47916,14,F,1
56,39869,9,F,1
52,88120,34,F,1
28,32666,6,F,0
26,37622,8,M,0
59,57478,20,M,1
40,60842,22,M,1
21,30059,3,M,0
47,81304,29,F,1
45,39457,11,F,0
42,41963,10,F,1
39,26678,3,M,0
42,62781,22,F,1
43,74434,25,F,1
46,74346,28,F,1
63,46196,13,F,1
58,26576,1,F,0
49,28523,2,M,0
43,58773,17,M,1
45,75562,27,F,1
37,27254,3,F,0
65,32239,7,F,0
19,20000,1,M,0
40,65837,22,M,1
56,70507,25,F,1
22,32616,4,F,0
38,53842,16,F,1
39,31454,4,F,0
28,35130,10,M,1
47,61724,19,F,1
45,78158,27,M,1
53,55585,17,F,1
34,46282,13,M,0
38,47228,12,F,1
54,58528,21,M,1
53,47971,12,M,1
42,25273,4,F,0
41,69120,23,M,1
47,48868,14,F,1
59,48227,14,M,1
52,47064,14,F,0
38,56327,20,M,1
23,32758,5,M,0
38,56452,20,F,1
25,37570,7,M,0
22,31536,4,M,0
57,75360,29,M,1
27,36339,9,M,0
48,46177,15,M,1
47,76789,29,F,1
38,20000,1,F,0
53,32399,7,F,0
44,69591,26,M,1
55,88034,36,F,1
52,27424,4,F,0
49,73193,27,F,1
43,67399,25,M,1
21,24523,3,M,0
44,66753,22,M,1
53,85519,35,F,1
54,33217,9,M,0
44,66267,25,M,1
64,28275,6,M,0
65,51486,17,F,1
23,26552,5,F,0
35,20000,1,M,0
43,71588,24,M,1
61,61160,23,M,1
41,24081,2,M,0
24,26665,5,F,0
61,75156,26,M,1
31,42048,13,M,0
30,39772,12,F,0
43,72805,25,M,1
60,48543,15,M,0
60,57699,20,M,1
19,22980,1,F,0
63,20000,1,F,0
64,26745,1,F,0
40,62705,22,M,1
45,22048,2,F,0
18,22585,0,F,0
49,73607,27,F,1
29,40804,11,F,0
63,85863,32,M,1
52,84302,30,M,1
43,61508,19,F,1
48,81691,30,F,1
29,43042,10,M,0
46,72214,28,M,1
22,29877,4,F,0
52,83642,34,F,1
24,32871,5,F,0
33,52376,15,F,1
49,77075,31,F,1
34,53758,16,F,1
38,56775,17,F,1
44,38882,8,M,0
57,77776,27,M,1
64,23661,2,M,0
32,47284,14,M,0
40,38938,9,M,1
25,28168,4,M,0
42,24315,1,F,0
28,43114,10,F,0
38,64902,20,F,1
27,28102,2,M,0
26,37023,8,F,0
65,101357,40,M,1
18,20000,0,M,0
39,58927,21,M,1
23,31861,4,M,0
47,78001,29,F,1
51,65469,22,M,1
30,38793,8,M,0
39,29712,5,M,0
23,33174,5,F,0
58,32046,8,M,0
63,50492,16,F,1
41,47065,12,M,1
38,23523,2,F,0
56,37908,8,M,0
40,41815,13,M,0
22,20687,2,M,0
24,27931,6,F,0
20,26933,2,M,0
30,44141,12,F,0
29,20000,0,F,0
23,31603,5,F,0
51,72718,28,M,1
32,50344,14,F,0
64,84605,31,M,1
35,50629,17,M,1
20,23378,2,F,0
39,63030,21,F,1
52,67311,23,F,1
45,78100,27,F,1
58,73925,27,M,1
59,100709,38,F,1
29,42919,11,M,0
18,20202,0,F,0
53,51232,15,M,0
47,37547,10,M,0
40,62393,22,F,1
54,75558,27,M,1
45,72140,27,M,1
22,23807,4,F,0
53,47305,14,F,0
64,20000,0,M,0
27,37550,9,M,0
22,26120,4,F,0
31,34071,7,F,0
41,66395,23,M,1
45,69643,27,F,1
38,55001,20,F,1
62,92398,34,M,1
57,74997,25,M,1
29,35863,10,F,0
37,62032,19,F,1
49,31321,5,M,0
55,89672,36,F,1
57,70615,24,M,1
59,39790,9,F,1
38,55217,20,F,1
34,49857,16,F,1
18,20490,0,F,0
61,49119,13,M,1
45,37620,10,M,0
19,25664,1,M,0
34,49837,16,M,1
56,28734,3,M,0
31,43521,13,F,0
31,42940,13,F,1
61,35450,7,M,0
65,62932,22,F,1
35,58197,17,M,1
57,97777,39,F,1
51,66585,21,M,1
60,57415,17,F,1
18,20000,0,F,0
59,93278,35,F,1
35,36085,6,M,0
65,47682,15,F,1
51,85552,33,F,1
40,20222,2,M,0
33,45308,15,F,1
36,24476,3,F,0
54,87256,36,M,1
23,33915,5,M,1
41,63514,23,F,1
34,30747,5,F,0
65,25621,1,F,0
33,53945,15,F,1
56,41658,12,M,0
65,62617,23,M,1
58,41473,13,F,1
23,25768,5,F,0
33,40669,9,M,0
26,37334,8,M,0
46,76338,28,F,1
21,22371,3,F,0
43,20252,1,F,0
55,86056,35,M,1
43,62390,22,M,1
31,45117,13,F,0
52,42057,10,M,1
60,68360,23,F,1
41,47602,14,F,1
25,38137,7,M,0
57,66470,21,M,1
42,68713,22,M,1
21,20000,0,M,0
32,50492,14,F,1
33,49739,15,F,0
28,43106,10,M,1
45,36243,9,F,0
24,32156,6,F,0
55,55013,20,M,1
41,67265,23,F,1
48,53183,15,M,1
21,30416,3,F,0
54,29926,4,M,0
52,67753,23,F,1
23,34767,5,M,0
63,82309,33,F,1
50,79392,32,M,1
49,23699,0,M,0
63,86175,33,M,1
55,98620,37,F,1
52,72356,25,M,1
34,46955,11,M,1
49,36747,8,F,0
31,41452,13,F,1
36,57438,18,M,1
41,62229,23,F,1
56,32574,6,F,0
28,42788,10,M,1
24,29807,6,M,0
62,82320,32,F,1
41,52742,14,F,1
41,69232,23,F,1
31,44507,13,F,0
41,55263,20,F,1
28,26708,4,F,0
25,29752,7,F,0
61,66010,23,F,1
32,43469,14,F,1
59,53263,17,M,1
19,24757,1,M,0
41,27066,2,M,0
62,87194,33,M,1
27,35610,9,F,0
49,81159,31,F,1
34,55385,16,M,1
27,40228,9,M,0
39,37539,10,F,0
23,28619,5,F,0
44,69824,25,M,1
37,61767,19,M,1
18,22983,0,M,0
34,53010,16,M,1
18,23659,0,M,0
54,69134,25,M,1
32,50769,14,F,0
18,20000,0,F,0
34,43436,12,F,0
63,57493,17,M,1
62,98442,39,M,1
60,68963,25,F,1
61,24941,1,M,0
55,51295,16,F,1
60,69741,25,M,1
19,26481,1,F,0
35,51747,17,F,1
29,42006,11,F,1
46,79543,28,M,1
40,65300,22,M,1
64,43260,11,M,0
26,27224,5,F,0
25,38887,7,F,0
33,46673,14,M,0
40,68938,22,F,1
46,79429,28,M,1
27,34900,9,M,0
29,27668,6,M,0
29,41292,11,M,0
47,77378,29,F,1
27,41102,9,F,0
31,31861,7,F,0
21,29200,3,F,0
64,33472,7,M,0
37,62538,19,M,1
58,27423,5,M,0
56,73533,27,M,1
24,36062,6,M,0
47,73089,29,F,1
58,54046,16,M,1
41,70918,23,F,1
27,41322,9,F,0
62,38550,11,M,0
55,71529,24,F,1
53,91684,35,F,1
34,37655,7,M,0
38,58294,20,M,1
63,33097,7,F,0
20,28521,2,M,0
18,20000,0,M,0
35,54231,17,M,1
19,23727,1,M,0
57,47279,16,M,1
65,66629,23,M,1
21,30749,3,M,0
49,51229,14,F,1
36,54003,18,F,1
37,48606,12,M,0
59,70941,24,M,1
24,28859,6,F,0
26,29667,4,M,0
24,29625,6,M,0
44,32110,4,F,0
38,45620,13,F,1
52,23205,0,M,0
41,68114,23,M,1
49,47846,16,M,0
29,44356,11,M,1
40,62605,19,F,1
53,80066,32,F,1
46,47726,16,F,1
20,28894,2,M,0
60,71002,26,M,1
25,29886,7,M,0
51,48390,16,F,0
31,45333,13,F,1
53,36997,8,M,0
65,30981,4,M,0
63,89384,37,F,1
49,82097,31,F,1
24,26300,2,M,0
27,36857,9,F,0
29,46515,11,F,1
57,61537,20,M,1
40,45247,12,F,1
28,35615,10,M,0
30,43301,12,M,1
29,44917,11,M,1
24,33790,6,F,0
61,65212,24,F,1
27,35087,9,M,0
24,36768,6,M,0
44,41128,12,F,1
24,30202,6,F,1
41,65078,23,M,1
40,68738,22,F,1
42,67367,24,F,1
61,29262,6,F,0
53,64239,20,M,1
50,69617,24,M,1
54,26591,2,M,0
59,100912,38,F,1
56,52243,14,M,0
24,34084,6,M,0
47,51665,16,F,1
48,57702,19,F,1
62,20000,0,F,0
63,60907,20,F,1
54,42143,12,F,1
38,22164,0,M,0
51,20216,0,M,0
63,71801,26,M,1
38,38876,9,M,0
57,57894,21,F,1
37,25328,2,M,0
51,77211,28,F,1
25,33795,7,M,0
49,50877,17,F,1
47,44456,12,M,1
46,48173,13,M,1
22,22958,0,F,0
47,81216,29,M,1
29,39538,11,F,0
56,64071,20,F,1
44,71268,26,F,1
30,47817,12,F,0
64,42342,10,M,1
27,38864,9,M,0
53,56072,19,F,1
48,77598,30,M,1
33,49508,15,M,1
56,80616,28,F,1
62,100711,38,F,1
53,29668,5,M,0
43,47909,12,M,0
61,83136,33,F,1
37,43320,11,F,0
51,58838,20,M,1
54,34348,5,F,0
25,34634,7,F,0
21,28359,3,F,0
46,57144,17,M,1
48,75023,30,F,1
19,22648,1,M,0
42,33503,5,F,0
55,97790,37,M,1
20,28012,2,M,0
63,27593,6,M,0
59,25829,1,F,0
60,44949,14,M,1
22,24934,4,M,0
39,65150,21,F,1
33,53752,15,M,1
26,40292,8,F,1
65,24625,2,M,0
26,20000,0,F,0
29,45043,11,F,0
64,55554,17,F,1
59,102941,40,F,1
21,23582,3,M,0
35,51600,17,M,0
35,49722,17,M,1
59,38788,9,F,0
60,88202,36,F,1
50,38867,7,M,0
59,70814,24,M,1
20,20000,2,M,0
55,64748,22,M,1
34,54986,16,F,1
29,42936,11,F,0
28,37389,8,M,0
34,36298,6,M,0
52,81617,31,F,1
58,66991,21,F,1
23,32146,5,F,0
52,49842,15,M,1
23,32661,5,F,0
49,61434,21,M,1
28,42492,10,F,0
60,45756,13,F,0
56,44423,14,M,0
30,42288,12,M,0
30,41370,12,F,1
56,64904,23,M,1
63,26123,3,F,0
51,55835,20,F,1
20,20337,2,M,0
49,79375,30,M,1
21,28419,3,M,0
57,50804,17,F,1
18,20000,0,M,0
26,33584,8,F,0
24,28204,6,M,0
44,55576,19,F,1
20,25660,2,M,0
39,23166,3,F,0
33,40678,10,F,1
25,33669,7,M,0
22,25604,4,M,0
47,74029,29,M,1
45,56931,20,F,1
44,52227,16,F,1
39,57897,21,M,1
47,56134,20,F,1
54,37876,10,M,0
24,34225,6,M,0
47,20210,0,M,0
30,43712,12,F,1
39,26550,2,F,0
28,36892,10,F,0
22,31178,4,F,0
39,34977,5,M,0
32,45896,14,M,1
56,29236,7,M,0
54,40305,11,F,0
48,62308,22,M,1
46,29805,7,M,0
56,29422,3,F,0
34,48735,16,F,1
58,30373,5,M,0
23,34348,5,M,0
58,57624,21,M,1
34,50393,16,F,0
51,35569,8,F,0
40,24571,3,M,0
47,75402,28,M,1
30,46408,12,M,0
47,72435,28,F,1
37,59646,19,M,1
23,32880,5,M,0
48,44152,13,M,1
36,54732,18,M,1
23,28351,5,F,0
51,79012,28,M,1
45,69847,26,M,1
30,25165,5,M,0
27,21576,2,F,0
58,92689,38,M,1
62,28130,6,F,0
24,33113,6,F,0
35,38052,10,M,0
39,59417,18,F,1
31,41828,13,F,1
53,45526,13,F,1
25,28604,4,M,0
29,42722,11,F,1
57,40875,8,M,1
65,38207,10,M,0
50,84066,32,F,1
41,45991,12,M,1
59,98429,40,F,1
56,30265,3,F,0
31,48773,13,M,1
22,26646,4,F,0
36,54291,18,M,1
20,23097,0,M,0
18,20000,0,M,0
57,63773,21,M,1
58,49174,15,M,0
54,60465,21,F,1
50,87514,32,F,1
63,68276,23,M,1
34,56336,16,F,1
26,32238,8,F,1
48,76197,30,F,1
52,23813,3,F,0
20,23959,2,F,0
30,42354,12,M,1
54,85476,31,F,1
55,50642,16,M,1
31,47751,13,F,1
23,27269,5,F,0
46,75209,28,M,1
26,36558,8,M,0
53,25665,5,M,0
40,27713,5,M,0
32,48816,14,M,1
64,51761,15,M,1
24,34441,6,M,0
64,24207,2,F,0
42,61665,22,F,1
54,20000,1,F,0
40,24571,0,M,0
28,43326,10,M,1
63,42957,12,M,1
25,30882,7,F,0
53,24557,1,M,0
59,64360,20,F,1
56,66771,24,F,1
18,20000,0,M,0
61,72875,26,M,1
30,47903,12,M,1
33,50231,15,F,0
63,82800,30,M,1
30,42867,12,F,1
54,58122,21,F,1
31,43569,13,F,1
30,47003,12,F,0
63,52898,18,M,1
29,28210,4,M,0
45,45498,15,F,1
39,65392,21,F,1
37,58238,17,M,1
64,20000,0,M,0
36,59884,18,M,1
28,43205,10,F,1
47,22768,3,M,0
43,66380,25,F,1
32,51791,14,F,0
47,82532,29,F,1
46,80015,28,F,1
49,41156,10,M,1
47,68932,26,F,1
61,89653,37,M,1
33,32773,4,M,0
53,56359,20,M,1
35,41046,12,F,1
58,38798,11,M,1
65,51602,17,F,1
56,64106,24,M,1
45,37832,8,F,0
36,53957,18,M,1
28,43258,10,M,1
34,50578,14,M,0
38,59455,20,F,1
54,42177,9,M,0
61,93552,37,M,1
51,25100,3,M,0
50,48689,15,M,1
46,74179,28,M,1
21,25980,3,M,0
49,79473,31,F,1
28,38588,10,M,1
43,31219,5,M,0
35,49689,17,M,1
49,33530,9,M,0
44,67174,26,M,1
33,41985,9,M,0
27,37981,9,M,1
61,36749,6,F,0
51,82154,29,F,1
50,82160,32,M,1
27,27078,3,F,1
59,31554,4,F,0
43,55596,18,M,1
59,44979,10,M,0
42,71511,24,F,1
19,24898,1,M,0
43,39277,10,F,1
37,59090,19,F,1
20,20601,2,M,0
49,30235,4,M,0
18,20000,0,F,0
41,39925,10,F,1
60,79230,30,M,1
61,59797,20,F,1
50,60470,18,F,1
55,42012,12,M,1
65,74334,29,M,1
52,66264,21,M,1
34,51931,16,F,1
65,49592,14,F,1
60,52615,17,M,1
65,89945,34,M,1
61,50040,17,F,1
50,33632,6,F,0
28,39192,10,F,0
40,22212,2,F,0
55,92155,34,F,1
49,31484,7,M,0
36,56042,18,F,0
29,38851,11,F,0
45,43117,14,M,0
19,24118,1,M,0
27,28328,5,F,0
36,48957,12,M,1
45,49324,14,M,1
64,50914,15,F,1
25,34462,7,F,0
60,99894,38,M,1
40,63994,22,F,1
65,63709,21,M,1
62,50188,17,F,1
47,27059,3,M,0
45,70848,27,F,1
30,40830,12,M,0
54,41429,13,F,0
29,39977,11,F,0
27,42507,9,M,0
34,20000,0,F,0
18,20000,0,F,0
39,53740,15,M,1
32,46501,14,F,1
33,45640,15,M,1
37,37592,10,M,0
27,22612,1,M,0
59,69631,23,M,1
43,23542,3,F,0
40,20000,1,F,0
34,50622,16,M,1
51,34009,8,F,0
58,101457,39,F,1
39,58932,18,M,1
21,21102,3,F,0
24,35732,6,M,0
22,30817,4,F,0
48,72292,28,F,1
36,55675,16,F,1
21,30642,3,M,0
39,30418,4,F,0
20,20977,2,F,0
40,67070,22,F,1
21,30676,3,F,0
63,69330,24,M,1
41,57393,20,F,1
31,49357,13,F,1
58,73094,26,M,1
20,21158,2,M,0
64,50266,17,M,1
38,43986,13,M,1
43,47874,12,F,1
18,24276,0,F,0
47,55181,20,F,1
21,22231,3,F,0
31,45118,13,F,1
35,53091,17,F,1
29,35326,6,M,0
55,20617,1,F,0
59,44064,13,M,0
53,35082,7,M,1
33,51408,15,M,1
18,21712,0,M,0
20,26644,2,F,0
56,55198,18,M,1
52,73833,28,F,1
32,48274,14,M,1
55,88276,32,F,1
33,26046,5,F,0
34,39684,11,M,0
51,71753,26,M,1
27,20000,0,M,0
28,38852,10,F,0
45,70441,23,F,1
44,73252,25,M,1
55,30322,6,F,0
35,27042,6,M,0
64,66212,22,F,1
65,96729,37,M,1
47,35789,7,F,0
30,48869,12,F,1
33,27389,5,F,0
19,20000,1,M,0
37,20000,0,M,0
29,20000,0,M,0
46,65404,24,F,1
63,40737,12,F,1
25,34018,7,F,0
55,88638,36,F,1
63,46884,15,M,1
64,50673,14,F,1
37,59099,19,F,1
52,92003,34,F,1
56,37763,10,M,0
48,58947,21,F,1
33,53836,15,M,0
40,64123,22,M,1
51,26492,3,F,0
49,70170,24,F,1
34,50936,16,M,1
60,32091,5,M,0
41,64359,23,M,1
52,20652,1,F,0
40,44128,10,M,0
25,29022,7,F,0
40,36144,9,M,0
38,61144,20,M,1
36,57825,17,F,0
48,80787,30,M,1
24,30984,5,F,0
65,50085,15,M,1
41,54825,18,F,1
63,82984,30,M,1
25,32238,7,M,0
30,38683,11,M,0
20,23440,2,F,0
51,67702,23,M,1
30,40702,8,M,0
49,57364,21,F,1
52,77097,29,M,1
38,31291,6,M,0
18,22406,0,F,0
19,20000,0,F,0
59,43757,14,F,1
60,51613,17,F,0
43,58999,20,M,1
20,24134,0,M,0
41,43351,10,M,0
43,46146,15,F,0
25,36895,7,F,1
64,51135,15,F,0
54,38365,10,F,0
25,31541,7,M,0
35,21838,3,M,0
35,20000,1,M,0
29,40430,11,F,1
53,30534,5,M,0
57,77160,28,M,1
19,21794,1,F,0
37,26005,4,F,1
20,28027,2,F,0
57,84040,32,M,1
61,20252,1,F,0
51,67885,22,M,1
63,79981,32,F,1
63,32185,4,F,0
23,32818,5,F,0
57,46902,13,M,1
27,24524,4,M,0
41,61518,21,M,1
35,52641,17,M,1
50,77588,27,F,1
56,31952,8,F,0
24,30458,6,F,0
62,28431,2,F,0
65,96026,38,M,1
61,99066,40,M,1
46,71678,25,F,1
36,41403,13,M,0
55,20000,0,M,0
56,37197,9,F,0
42,63082,24,F,1
34,51637,16,F,1
54,54323,16,F,1
20,20000,2,F,0
41,30894,3,M,0
35,58389,17,M,1
43,30885,3,F,0
38,44589,14,F,1
28,40777,10,M,0
58,55553,19,M,1
34,53728,16,M,1
62,82810,33,M,1
55,43224,11,F,1
38,31056,7,M,0
21,28777,3,M,0
49,77861,29,M,1
35,50910,17,M,1
61,72581,24,F,1
45,41778,13,F,1
53,88966,32,M,1
54,87551,32,M,1
61,53458,17,F,0
43,67585,25,F,1
41,34796,5,M,0
27,37819,9,M,0
55,84000,30,M,1
25,31692,7,M,0
19,20000,1,M,0
61,50149,15,M,1
52,29090,4,M,0
38,31262,5,F,0
44,71247,26,F,1
40,40197,9,M,0
49,67705,22,F,1
43,71246,25,F,1
24,35958,6,F,0
50,81914,32,F,1
34,54417,16,F,0
25,23870,4,M,0
59,49472,17,M,1
34,20000,0,M,0
65,101059,39,M,1
59,94232,37,F,1
64,50799,17,F,1
65,103930,40,F,1
35,53406,17,F,1
53,66919,24,M,1
56,42065,11,M,0
61,51680,15,M,1
40,30702,6,M,0
29,38753,11,F,0
40,47804,12,F,1
50,60869,18,M,1
45,71274,24,F,1
61,62159,23,M,1
40,60113,22,F,1
24,28191,6,F,0
64,94057,39,F,1
19,26778,1,M,0
18,20000,0,F,0
21,28300,3,F,0
25,35583,7,M,0
46,70730,24,F,1
35,50410,13,F,1
54,35537,9,F,0
48,65439,22,M,1
23,30037,5,M,0
61,54538,17,F,1
41,61575,20,M,1
65,78992,29,F,1
58,65058,25,M,1
32,49546,14,F,1
57,91642,35,M,1
29,46755,11,F,0
63,77037,29,F,1
31,39236,8,F,0
44,40145,10,F,1
54,69222,23,M,1
30,37201,7,M,0
55,71785,24,M,1
63,39879,8,M,1
55,20541,1,M,0
20,26732,2,F,0
33,45631,15,F,0
29,37046,11,F,0
31,35215,6,F,0
51,36493,7,M,0
48,38456,7,M,0
56,57585,21,F,1
22,24948,1,F,0
29,22887,3,M,0
43,59246,18,F,1
34,28527,4,F,0
61,104239,40,F,1
28,44927,10,F,0
50,28393,6,F,0
58,42260,11,M,0
57,95518,38,M,1
63,45279,11,M,1
21,23698,3,M,0
49,34318,6,F,0
48,84763,30,M,1
28,31781,8,M,0
34,22680,3,F,0
44,49678,13,F,1
25,32280,7,F,0
38,31151,6,F,0
50,31077,8,M,0
22,30568,4,M,0
49,83767,31,F,1
42,34411,9,M,0
25,21819,1,F,0
44,44559,10,M,0
43,33609,8,F,0
57,27702,5,F,0
46,60176,21,M,1
26,40899,8,F,1
35,45321,15,M,1
24,29954,6,F,0
59,30014,5,M,0
38,39905,12,F,0
33,45419,15,F,0
20,28471,2,M,0
49,79066,28,M,1
27,36800,9,F,0
49,85774,31,M,1
25,31551,7,M,0
49,43354,14,F,0
21,28574,3,F,0
46,45287,12,F,1
29,39573,11,F,0
54,88645,33,M,1
53,85997,32,M,1
36,60054,18,F,1
54,61910,20,F,1
64,25021,5,F,0
48,80654,29,F,1
61,93629,39,F,1
43,44671,13,M,1
62,73831,26,M,1
23,26453,4,M,0
46,54743,19,F,1
34,51321,16,M,1
37,43738,12,F,1
59,48613,13,F,0
63,77675,31,F,1
64,27336,2,M,0
27,42328,9,F,0
23,31943,5,F,0
65,77129,31,M,1
49,34805,7,F,0
19,20000,1,F,0
27,39244,9,M,1
54,93898,36,F,1
44,72041,26,F,1
58,94531,35,M,1
36,56060,17,M,1
58,96220,37,F,1
33,51005,15,F,1
37,23937,4,M,0
53,55192,16,M,1
22,26915,4,M,0
35,53307,16,M,1
25,30779,7,F,0
30,46692,12,F,1
58,29985,7,F,0
27,41542,9,F,0
53,24139,4,F,0
36,31081,6,M,0
48,20000,0,F,0
53,37924,7,F,1
46,30213,3,M,0
62,65470,23,M,1
40,68807,22,F,1
49,48914,12,F,0
28,42038,10,M,0
19,24391,1,F,0
49,74633,27,F,1
22,31821,4,M,0
48,48229,13,F,1
30,41792,12,M,0
39,23020,3,F,0
52,72762,28,F,1
36,48593,14,F,1
46,57159,19,F,1
40,63670,22,M,1
36,60563,18,F,1
33,47419,15,F,1
48,73546,26,F,1
33,48217,15,M,1
43,69546,25,M,1
20,27595,2,F,0
40,57539,20,F,1
26,39486,8,F,1
41,64849,21,M,1
50,22425,0,M,0
31,48151,13,M,1
45,34215,7,M,0
41,68810,23,F,1
60,60145,21,F,1
24,30967,6,M,0
55,29549,5,M,0
61,100595,38,M,1
42,67737,24,M,1
19,20000,1,M,0
62,51658,17,F,1
18,20000,0,M,0
40,67323,22,F,1
64,26043,4,M,0
57,40753,12,M,1
35,52629,17,F,1
64,20000,0,F,0
25,29969,5,M,0
51,72023,26,M,1
60,48753,12,F,1
25,21919,2,F,0
46,53580,16,F,1
30,45437,12,M,0
18,24630,0,F,0
46,31038,8,F,0
54,42109,13,F,0
18,20000,0,F,0
61,23337,0,F,0
22,27437,4,F,0
65,35389,6,F,0
19,20647,1,M,0
64,83702,30,F,1
39,58297,18,M,0
47,49088,14,M,0
28,40970,10,M,0
46,64602,22,M,1
59,61480,22,M,1
20,23770,2,M,0
62,52133,15,F,1
30,45336,12,F,0
20,23379,2,M,0
27,39935,9,M,0
21,22676,3,F,0
31,20000,1,F,0
40,64346,22,F,1
34,53535,16,F,1
18,20000,0,F,0
32,48481,14,F,1
19,21908,1,M,0
35,33258,7,F,0
56,44351,14,M,1
39,58773,20,F,1
45,25781,2,M,0
47,65275,21,F,1
30,39823,11,F,0
20,28776,2,F,0
20,22566,2,M,0
62,58733,18,M,1
43,67523,25,M,1
21,23424,3,M,0
33,48598,15,F,1
45,61072,23,F,1
25,35733,7,F,0
57,53204,16,F,1
33,53097,15,M,1
48,83006,30,F,1
40,67247,22,M,1
19,20000,1,M,0
26,20000,0,M,0
44,23719,1,F,0
62,35104,9,F,0
39,54303,19,F,1
61,92682,34,M,1
51,33345,6,M,0
26,39039,8,F,0
50,81306,30,M,1
55,50436,16,F,1
51,46579,11,F,0
52,33425,7,M,0
64,84130,31,M,1
43,50947,14,M,1
24,31962,6,M,0
62,26073,2,F,0
65,98615,37,F,1
62,80376,30,M,1
44,64568,23,M,1
29,46811,11,F,0
34,47406,16,F,1
38,36199,6,F,0
60,77825,31,M,1
39,59651,21,F,1
43,35235,6,M,0
56,83343,34,F,1
30,42847,12,M,1
59,37815,9,F,0
59,20302,2,M,0
62,21769,1,M,0
40,60871,22,F,1
47,78977,29,M,1
34,56399,16,F,1
44,72961,26,F,1
37,56697,18,F,1
24,34623,6,F,0
21,25710,3,F,0
48,55798,20,F,1
47,70554,26,F,1
48,58932,20,M,1
21,28254,3,F,0
35,57652,17,M,1
37,54935,19,M,1
57,36684,10,F,0
57,42281,9,F,0
65,60016,20,F,1
64,50967,16,M,0
40,35852,9,M,0
55,79023,28,M,1
26,28120,5,F,0
33,36976,9,M,0
38,35726,6,M,0
26,35482,8,M,0
42,68054,24,M,1
53,87572,35,M,1
64,64286,22,M,1
60,77884,31,M,1
31,47857,13,M,1
34,22018,2,F,0
45,78966,27,M,1
62,32571,8,F,0
58,30987,3,F,0
65,23659,4,M,0
25,33194,7,F,0
31,32721,8,F,0
32,49617,14,F,1
56,58495,20,F,1
42,58692,19,F,1
28,30278,3,M,0
46,76918,28,M,1
20,27872,2,M,0
56,47768,12,F,1
39,35230,8,F,0
54,37804,11,F,0
58,61001,23,M,1
37,59650,19,M,1
36,34373,6,M,0
30,45790,12,F,1
44,43693,14,M,0
36,54886,16,F,1
33,39613,8,M,0
19,20000,1,F,0
18,20000,0,M,0
20,28447,2,F,0
41,20719,2,F,0
61,90209,33,F,1
55,25041,5,M,0
19,20004,1,F,0
33,31254,7,M,0
46,75398,26,M,1
54,49262,13,F,1
61,61173,21,F,1
21,27333,3,M,0
31,29459,5,M,0
34,49121,16,F,1
61,30217,5,M,1
62,101799,39,M,1
34,24609,3,M,0
37,56316,19,M,1
64,63772,23,F,1
46,52609,18,M,1
58,56787,18,F,1
43,69111,25,M,1
59,97023,37,M,1
55,90276,37,F,1
34,50098,16,F,1
29,39088,11,F,1
45,62762,22,M,1
26,34636,8,F,0
49,78067,30,M,1
51,84926,33,M,1
33,27885,2,F,0
65,88439,34,F,1
48,37167,8,F,0
44,39305,11,M,0
46,38966,8,F,0
18,22042,0,F,0
44,58616,20,M,1
49,77503,31,F,1
28,37549,10,F,1
52,92900,34,M,1
19,24544,1,F,0
63,58124,21,M,1
18,20000,0,F,0
23,34546,5,M,0
24,31322,6,M,0
19,22106,1,F,0
19,22081,1,F,0
64,98173,38,F,1
22,28168,4,M,0
30,43956,12,F,0
36,23502,3,F,0
36,39922,11,F,0
64,74158,26,M,1
18,23138,0,F,0
52,87045,34,M,1
35,51743,17,F,1
49,65323,21,M,1
49,66752,24,M,1
25,34686,7,F,1
28,39204,10,F,0
37,43972,12,F,0
25,32118,7,M,0
45,70478,27,M,1
38,62366,20,F,1
55,81350,30,F,1
55,81221,30,M,1
23,33342,5,M,0
19,20000,1,M,0
27,35673,9,F,0
59,88065,35,M,1
26,34781,8,M,1
20,25074,2,F,0
19,24461,1,M,0
53,81413,31,F,1
25,34594,7,M,0
26,38460,8,F,0
43,24807,3,F,0
51,60215,22,F,1
65,50342,13,M,0
47,80410,29,F,1
55,25062,4,F,0
25,37617,7,M,0
20,20000,2,M,0
28,32600,7,F,0
42,40054,12,M,1
22,28476,4,F,0
29,20000,1,F,0
47,65534,21,F,1
44,68835,26,F,1
60,88507,36,F,1
22,24017,4,F,0
37,37301,11,F,0
38,26799,4,M,0
20,27479,2,M,0
58,62530,21,F,1
61,71237,27,F,1
21,25622,3,M,0
41,64323,23,M,1
24,29436,6,F,0
41,62811,23,M,1
28,37273,10,M,0
19,21380,1,M,0
61,66427,22,F,1
58,42962,12,F,0
23,32055,5,F,0
24,29374,6,F,0
55,87107,32,M,1
35,50811,16,M,1
62,51261,14,M,0
26,34129,6,F,1
45,78390,27,F,1
36,58614,18,M,1
21,27714,3,F,0
21,23243,3,M,0
